[('Philippine_peso', 0.7327845096588135), ('Czech_koruna', 0.6412056088447571), ('Romanian_leu', 0.618308424949646)] Armenian_dram
[('Philippine_peso', 0.7269561290740967), ('Togo', 0.6284956336021423), ('Thai_baht', 0.6033689975738525)] CFA_franc
[('Philippine_peso', 0.759063184261322), ('Turkish_lira', 0.6860309839248657), ('Romania_leu', 0.6142889261245728)] Turkish_lira
[('Philippine_peso', 0.7189968824386597), ('ruble', 0.6866711974143982), ('hryvnia', 0.6824822425842285)] Ukrainian_hryvnia
[('Philippine_peso', 0.7436462640762329), ('Indonesia_rupiah', 0.614720344543457), ('Thai_baht', 0.6118888854980469)] Yemeni_rial
[('Philippine_peso', 0.778957188129425), ('Kenyan_shilling', 0.6632028818130493), ('Ugandan_shilling', 0.657537043094635)] Zambian_kwacha
[('Armenia', 0.6998788118362427), ('Armenian_dram', 0.5945453643798828), ('Sargsyan', 0.5706661939620972)] Armenian_dram
[('Austria', 0.5687702894210815), ('Kuwaiti_dinar', 0.5480464696884155), ('Czech_koruna', 0.5447209477424622)] Euro
[('Bulgaria', 0.646868109703064), ('Kuwaiti_dinar', 0.6048285365104675), ('Romanian_leu', 0.5974786281585693)] Bulgarian_lev
[('Chile', 0.6394790410995483), ('Chilean_pesos', 0.5981180667877197), ('Chilean_peso', 0.588020384311676)] Chilean_peso
[('renminbi', 0.6611427068710327), ('renmimbi', 0.6527456045150757), ('USdollar', 0.6134874820709229)] Renminbi
[('Colombia', 0.6807332038879395), ('Colombian', 0.5908616781234741), ('Colombians', 0.561424970626831)] Colombian_peso
[('Czech_Republic', 0.6226216554641724), ('Czech_koruna', 0.5801841020584106), ('Romanian_leu', 0.5545960068702698)] Czech_koruna
[('Ethiopia', 0.6525529623031616), ('Kuwaiti_dinar', 0.606351375579834), ('Kenyan_shilling', 0.5762796401977539)] Ethiopian_birr
[('France', 0.5881820321083069), ('Kuwaiti_dinar', 0.5475317239761353), ('franc', 0.5074361562728882)] Euro
[('Greece', 0.6804537773132324), ('Eurozone_periphery', 0.5873551368713379), ('eurozone', 0.5812246799468994)] Euro
[('Hungary', 0.6131426095962524), ('forint', 0.610370934009552), ('Forint', 0.5982016324996948)] Hungarian_forint
[('Laos', 0.6488368511199951), ('Kuwaiti_dinar', 0.5592333078384399), ('VND##_###/US', 0.5463708639144897)] Lao_kip
[('Latvia', 0.6582350134849548), ('Romanian_leu', 0.6031529307365417), ('Ukrainian_hryvnia', 0.5974364280700684)] Euro
[('Libya', 0.7244492769241333), ('Kuwaiti_dinar', 0.6254503726959229), ('Gaddafi_regime', 0.603746771812439)] Libyan_dinar
[('Kuwaiti_dinar', 0.656992495059967), ('Ringgit', 0.6219146251678467), ('Malaysia', 0.62078458070755)] Malaysian_ringgit
[('Netherlands', 0.6072760820388794), ('Kuwaiti_dinar', 0.5407498478889465), ('guilder', 0.51454758644104)] Euro
[('Nigeria', 0.6874591112136841), ('naira', 0.667534589767456), ('Nigerian_naira', 0.6039451360702515)] Nigerian_naira
[('Portugal', 0.6706178188323975), ('escudo', 0.5798170566558838), ('euro', 0.5440338850021362)] Euro
[('Kuwaiti_dinar', 0.78654944896698), ('Qatari_riyal', 0.669120192527771), ('UAE_dirham', 0.631740927696228)] Qatari_riyal
[('San_Marino', 0.7214593887329102), ('Aldo_Simoncini', 0.4627418518066406), ('Kuwaiti_dinar', 0.43529200553894043)] Euro
[('Kuwaiti_dinar', 0.7746919393539429), ('Saudi_riyal', 0.6331936717033386), ('Saudi_Arabia', 0.6143161058425903)] Saudi_riyal
[('Slovenia', 0.6806871891021729), ('Slovak_koruna', 0.5674248933792114), ('Kuwaiti_dinar', 0.5531859397888184)] Euro
[('Somalia', 0.762890100479126), ('Kuwaiti_dinar', 0.5950865149497986), ('Somali', 0.5896897912025452)] Somali_shilling
[('Spain', 0.5850958228111267), ('Kuwaiti_dinar', 0.5645453929901123), ('escudo', 0.5376403331756592)] Euro
[('Sweden', 0.6070117950439453), ('krone', 0.5967363119125366), ('Kronor', 0.5946936011314392)] Swedish_krona
[('Switzerland', 0.6073604822158813), ('Kuwaiti_dinar', 0.5568752884864807), ('franc', 0.5363202095031738)] Swiss_franc
[('Tajikistan', 0.7079563140869141), ('Kuwaiti_dinar', 0.6364877223968506), ('somoni', 0.6071876287460327)] Somoni
[('Tanzanian_shilling', 0.631629467010498), ('Kenyan_shilling', 0.6212379932403564), ('Tanzania', 0.61700838804245)] Tanzanian_shilling
[('Togo', 0.7169127464294434), ('Togolese', 0.6022491455078125), ('Ivory_Coast', 0.5242490768432617)] CFA_franc
[('Kuwaiti_dinar', 0.6395180225372314), ('Turkish_lira', 0.6130748987197876), ('Turkey', 0.6074433922767639)] Turkish_lira
[('Ukraine', 0.6685289740562439), ('hryvnia', 0.6636248826980591), ('Hryvnia', 0.6249693632125854)] Ukrainian_hryvnia
[('Yemen', 0.70171058177948), ('Kuwaiti_dinar', 0.6571309566497803), ('Yemeni', 0.609946072101593)] Yemeni_rial
[('Zambia', 0.671968936920166), ('Kwacha', 0.6388955116271973), ('Tanzanian_shilling', 0.6370537281036377)] Zambian_kwacha
[('Armenia', 0.7102543115615845), ('Armenian', 0.6236040592193604), ('Karabakh', 0.5956573486328125)] Armenian_dram
[('Austria', 0.6350659728050232), ('Austrian', 0.5046106576919556), ('Styria', 0.47568196058273315)] Euro
[('Bulgaria', 0.6762370467185974), ('Bulgarian', 0.5803779363632202), ('Boyko_Borisov', 0.5410274267196655)] Bulgarian_lev
[('Chile', 0.6619150638580322), ('Chilean', 0.5907972455024719), ('Piñera', 0.4858367145061493)] Chilean_peso
[('China', 0.6140991449356079), ('Yuan', 0.5445402264595032), ('Chinese', 0.5290156602859497)] Renminbi
[('Colombia', 0.7095430493354797), ('Colombian', 0.6298090219497681), ('Colombians', 0.5350983738899231)] Colombian_peso
[('Czech_Republic', 0.6717019081115723), ('Czechs', 0.5482390522956848), ('Slovakia', 0.5482162237167358)] Czech_koruna
[('Ethiopia', 0.6706523895263672), ('Ethiopian', 0.5844519138336182), ('Meles', 0.5245955586433411)] Ethiopian_birr
[('France', 0.6236086487770081), ('Ambassador_Bernard_Fassier', 0.4594860076904297), ('Micro_Hebdo', 0.45763957500457764)] Euro
[('Greece', 0.6948837041854858), ('Greek', 0.5568337440490723), ('Greeces', 0.5305397510528564)] Euro
[('Hungary', 0.6665011048316956), ('Hungarian', 0.5425715446472168), ('Péter', 0.4979669451713562)] Hungarian_forint
[('Laos', 0.6640719771385193), ('Laotian', 0.5597500801086426), ('Lao', 0.5164034366607666)] Lao_kip
[('Latvia', 0.682129979133606), ('Latvian', 0.5353605151176453), ('Slovakia', 0.5134963989257812)] Euro
[('Libya', 0.734137773513794), ('Libyan', 0.6213474869728088), ('Gadhafi', 0.5854004621505737)] Libyan_dinar
[('Malaysia', 0.5613492131233215), ('Malayan_Banking_Maybank', 0.47063758969306946), ('Prime_Minister_Tun_Dr', 0.46411100029945374)] Malaysian_ringgit
[('Netherlands', 0.6339422464370728), ('Weesp', 0.5043378472328186), ('Milwaukee_Bucks_Dan_Gadzuric', 0.4846506416797638)] Euro
[('Nigeria', 0.7017290592193604), ('Nigerian', 0.616879940032959), ('Anambra', 0.5975218415260315)] Nigerian_naira
[('Portugal', 0.6602548956871033), ('Portuguese', 0.4920786917209625), ('Portugual', 0.48699939250946045)] Euro
[('Qatar', 0.5553547739982605), ('DOHA_BANK_QSC', 0.406289279460907), ('Qatari', 0.4039033055305481)] Qatari_riyal
[('San_Marino', 0.7827464938163757), ('SAN_MARINO', 0.4582088887691498), ('Moto2_Grand_Prix', 0.4476788341999054)] Euro
[('Saudi_Arabia', 0.5440176725387573), ('Opec_kingpin', 0.4390847682952881), ('Opec_cartel', 0.43803998827934265)] Saudi_riyal
[('Slovenia', 0.7128884792327881), ('Slovakia', 0.5603163838386536), ('Slovenians', 0.5371479988098145)] Euro
[('Somalia', 0.7752755880355835), ('Somali', 0.6233397126197815), ('Mogadishu', 0.5773468613624573)] Somali_shilling
[('Spain', 0.5984025001525879), ('Salave_Gold_Deposit', 0.4947926700115204), ('ANSAmed_MADRID', 0.47682785987854004)] Euro
[('Sweden', 0.649336576461792), ('Swedish', 0.49603956937789917), ('Finland', 0.4944152235984802)] Swedish_krona
[('Switzerland', 0.6317873001098633), ('Swiss', 0.4650995135307312), ('canton_Zug', 0.46033674478530884)] Swiss_franc
[('Tajikistan', 0.6983292102813721), ('Tajik', 0.5804891586303711), ('Dushanbe', 0.5469709634780884)] Somoni
[('Tanzania', 0.6047664284706116), ('Tanzanian', 0.5303568840026855), ('Zambia', 0.48623785376548767)] Tanzanian_shilling
[('Togo', 0.7456337809562683), ('Togolese', 0.5857863426208496), ('Ivory_Coast', 0.5217654705047607)] CFA_franc
[('Turkey', 0.6282470226287842), ('Erdoğan', 0.47720539569854736), ('Turkish', 0.46264469623565674)] Turkish_lira
[('Ukraine', 0.7179557085037231), ('Ukrainian', 0.6114985942840576), ('Kiev', 0.5705864429473877)] Ukrainian_hryvnia
[('Yemen', 0.6896134614944458), ('Yemeni', 0.5734241008758545), ('Somalia', 0.49298202991485596)] Yemeni_rial
[('Zambia', 0.6745789647102356), ('Zambian', 0.6103329658508301), ('Zambians', 0.5551453828811646)] Zambian_kwacha
[('Thai_baht', 0.7039415240287781), ('ruble', 0.6426199674606323), ('Czech_koruna', 0.6263203620910645)] Armenian_dram
[('Thai_baht', 0.7178243398666382), ('Czech_koruna', 0.6288163065910339), ('Hungarian_forint', 0.592964231967926)] Euro
[('Thai_baht', 0.7303747534751892), ('ruble', 0.6419421434402466), ('złoty', 0.628464937210083)] Bulgarian_lev
[('Thai_baht', 0.7385379076004028), ('Chilean_peso', 0.663025975227356), ('peso', 0.6545688509941101)] Chilean_peso
[('Thai_baht', 0.8008673191070557), ('yuan', 0.6614893078804016), ('renminbi', 0.651547908782959)] Renminbi
[('Thai_baht', 0.7295216917991638), ('peso', 0.6720385551452637), ('Colombian_peso', 0.6718191504478455)] Colombian_peso
[('Thai_baht', 0.747388482093811), ('Czech_koruna', 0.6642706394195557), ('Polish_zloty', 0.6400201320648193)] Czech_koruna
[('Thai_baht', 0.7446392774581909), ('Ugandan_shilling', 0.6416473388671875), ('Kenyan_shilling', 0.6386414766311646)] Ethiopian_birr
[('Thai_baht', 0.6886107921600342), ('franc', 0.596058189868927), ('euro', 0.5754057168960571)] Euro
[('Thai_baht', 0.7286487817764282), ('Greece', 0.6281077861785889), ('euro', 0.6207729578018188)] Euro
[('Thai_baht', 0.7756245136260986), ('forint', 0.6859743595123291), ('Polish_zloty', 0.6552775502204895)] Hungarian_forint
[('Thai_baht', 0.8359023332595825), ('Philippine_peso', 0.6625403165817261), ('Indonesian_rupiah', 0.6347200870513916)] Lao_kip
[('Thai_baht', 0.7366474866867065), ('ruble', 0.6494470834732056), ('Hungarian_forint', 0.6315352916717529)] Euro
[('Thai_baht', 0.6734529137611389), ('Libya', 0.6696035861968994), ('Libyan', 0.573574423789978)] Libyan_dinar
[('Thai_baht', 0.8579375743865967), ('Malaysian_ringgit', 0.7448216676712036), ('Indonesian_rupiah', 0.722850501537323)] Malaysian_ringgit
[('Thai_baht', 0.7187867164611816), ('Indonesian_rupiah', 0.5863926410675049), ('Polish_zloty', 0.5739436149597168)] Euro
[('Thai_baht', 0.7269105315208435), ('naira', 0.6672418117523193), ('Nigeria', 0.6469827890396118)] Nigerian_naira
[('Thai_baht', 0.7285253405570984), ('euro', 0.6259846687316895), ('Colombian_peso', 0.6043142676353455)] Euro
[('Thai_baht', 0.7242706418037415), ('Kuwaiti_dinar', 0.6429170370101929), ('Malaysian_ringgit', 0.6374624967575073)] Qatari_riyal
[('San_Marino', 0.6668612957000732), ('Thai_baht', 0.6509004235267639), ('Philippine_peso', 0.5451655387878418)] Euro
[('Thai_baht', 0.7635776400566101), ('Kuwaiti_dinar', 0.6373576521873474), ('Malaysian_ringgit', 0.6230326890945435)] Saudi_riyal
[('Thai_baht', 0.692215085029602), ('Slovenia', 0.6141512393951416), ('Slovak_koruna', 0.6086781024932861)] Euro
[('Somalia', 0.7036744952201843), ('Thai_baht', 0.6937950849533081), ('Kenyan_shilling', 0.5653401613235474)] Somali_shilling
[('Thai_baht', 0.7240104675292969), ('peso', 0.6155654788017273), ('Colombian_peso', 0.6132489442825317)] Euro
[('Thai_baht', 0.7429533004760742), ('krone', 0.6373119354248047), ('Swedish_krona', 0.6318311095237732)] Swedish_krona
[('Thai_baht', 0.7271205186843872), ('Swiss_franc', 0.6272094249725342), ('franc', 0.6185417175292969)] Swiss_franc
[('Thai_baht', 0.7501872181892395), ('ruble', 0.6331979632377625), ('Tajikistan', 0.6169120073318481)] Somoni
[('Thai_baht', 0.7740231156349182), ('Kenyan_shilling', 0.6720247864723206), ('Ugandan_shilling', 0.6508421897888184)] Tanzanian_shilling
[('Thai_baht', 0.7114864587783813), ('Togo', 0.6834637522697449), ('Togolese', 0.5583479404449463)] CFA_franc
[('Thai_baht', 0.7427065372467041), ('Turkish_lira', 0.6644469499588013), ('Czech_koruna', 0.604310929775238)] Turkish_lira
[('Thai_baht', 0.7132984399795532), ('ruble', 0.7080671191215515), ('hryvnia', 0.6848726272583008)] Ukrainian_hryvnia
[('Thai_baht', 0.7210484743118286), ('Yemen', 0.634618878364563), ('Indonesian_rupiah', 0.5639350414276123)] Yemeni_rial
[('Thai_baht', 0.7581495046615601), ('kwacha', 0.6622600555419922), ('Kwacha', 0.6508873701095581)] Zambian_kwacha
[('Armenia', 0.5887501239776611), ('Armenian', 0.5342380404472351), ('Yerevan', 0.5262346267700195)] Armenian_dram
[('Croatian_kuna', 0.5618357062339783), ('SFr4', 0.4703156352043152), ('korunas', 0.4656953811645508)] Euro
[('Croatian_kuna', 0.6061157584190369), ('levs', 0.5809705257415771), ('leva', 0.5722346901893616)] Bulgarian_lev
[('Chile', 0.5539253950119019), ('Chilean_pesos', 0.549433708190918), ('operator_Entel_PCS', 0.5288755893707275)] Chilean_peso
[('China', 0.5052825212478638), ('yuan', 0.5026053786277771), ('Zhao_Feng', 0.49838167428970337)] Renminbi
[('Colombia', 0.6112953424453735), ('Colombian', 0.5503748655319214), ('Bogotá', 0.5282598733901978)] Colombian_peso
[('Croatian_kuna', 0.5364221930503845), ('CZK##', 0.5134871006011963), ('korunas', 0.49048638343811035)] Czech_koruna
[('Ethiopia', 0.6022545099258423), ('Ethiopian_Birr', 0.5413024425506592), ('Ethiopian', 0.5299447178840637)] Ethiopian_birr
[('CAC_4o', 0.49261045455932617), ('Victoires', 0.4830116629600525), ('CAC##_index', 0.4818209707736969)] Euro
[('Greece', 0.5951213240623474), ('Greek', 0.511707067489624), ('ASE_Composite_Index', 0.4971412420272827)] Euro
[('Croatian_kuna', 0.5537360906600952), ('Hungarian_forints', 0.5516668558120728), ('forint', 0.5395439863204956)] Hungarian_forint
[('Laos', 0.5942062139511108), ('Sepon_gold', 0.4931095838546753), ('Phu_Bia', 0.48054590821266174)] Lao_kip
[('Croatian_kuna', 0.5599874258041382), ('Latvian_lats', 0.5506893396377563), ('lati', 0.5247633457183838)] Euro
[('Libya', 0.6966512203216553), ('Libyan', 0.5793153047561646), ('Qaddafi', 0.540338397026062)] Libyan_dinar
[('ringitt', 0.5603066086769104), ('Ringgits', 0.5521511435508728), ('Malaysia', 0.5378316640853882)] Malaysian_ringgit
[('Netherlands', 0.5029102563858032), ('manufacturer_Basell_AF', 0.47653764486312866), ('Ahold_Albert_Heijn', 0.46679696440696716)] Euro
[('Nigeria', 0.6370896100997925), ('naira', 0.6351910829544067), ('Nigerian', 0.6013971567153931)] Nigerian_naira
[('Portugal', 0.5327351093292236), ('escudo', 0.5180724859237671), ('bonos', 0.4884427785873413)] Euro
[('Qatar', 0.5840018391609192), ('QR#.#', 0.5391384363174438), ('Qatari_riyals', 0.53081214427948)] Qatari_riyal
[('San_Marino', 0.6564222574234009), ('Moto2_Grand_Prix', 0.42746955156326294), ('SAN_MARINO', 0.4056657552719116)] Euro
[('Saudi_Arabia', 0.590699315071106), ('Saudi_riyals', 0.5380257368087769), ('Jadwa_Investments', 0.535531759262085)] Saudi_riyal
[('Croatian_kuna', 0.6818966865539551), ('z_³_.#.##', 0.5215269923210144), ('zł.#.##', 0.5035570859909058)] Euro
[('Somalia', 0.7298939824104309), ('Somali', 0.5958449840545654), ('Mogadishu', 0.5947674512863159)] Somali_shilling
[('Bankinter_SA', 0.4767206311225891), ('Menaje_del_Hogar', 0.4730815887451172), ('bonos', 0.47013068199157715)] Euro
[('Kronor', 0.5628279447555542), ('Swedish_Kroner', 0.5420457720756531), ('Swedish_Kronor', 0.5398762226104736)] Swedish_krona
[('SFr4', 0.5299472808837891), ('SFr2', 0.5258245468139648), ('SFr3', 0.5141257643699646)] Swiss_franc
[('Tajikistan', 0.6408523321151733), ('somoni', 0.5962773561477661), ('Tajik', 0.5495578646659851)] Somoni
[('Tanzania', 0.5708861351013184), ('Tsh', 0.5669585466384888), ('Shs3', 0.5162663459777832)] Tanzanian_shilling
[('Togo', 0.6549100875854492), ('Togolese', 0.5483635067939758), ('CFA_Francs', 0.4769378900527954)] CFA_franc
[('Turkey', 0.49400055408477783), ('Turkiye_Garanti_Bankasi', 0.4826408922672272), ('lira', 0.4745585322380066)] Turkish_lira
[('Ukraine', 0.5752913951873779), ('hryvni', 0.5510866641998291), ('hryvnias', 0.5390528440475464)] Ukrainian_hryvnia
[('Yemen', 0.6819196343421936), ('Yemeni', 0.5657534003257751), ('Yemenis', 0.49721139669418335)] Yemeni_rial
[('Zambia', 0.5991023182868958), ('Zambian_kwacha', 0.5742893218994141), ('Kwacha', 0.5649421811103821)] Zambian_kwacha
[('Romanian_leu', 0.6749446392059326), ('Armenia', 0.6583489179611206), ('Armenian_dram', 0.5973106622695923)] Armenian_dram
[('Romanian_leu', 0.7015156745910645), ('Sweden_krona', 0.5933864116668701), ('Swiss_franc', 0.5729739665985107)] Euro
[('Romanian_leu', 0.8187447786331177), ('Romania_leu', 0.6522909998893738), ('Poland_zloty', 0.6270730495452881)] Bulgarian_lev
[('Chile_peso', 0.633558988571167), ('Chile', 0.6334400177001953), ('Chilean_peso', 0.6227839589118958)] Chilean_peso
[('Chinaā', 0.6073716878890991), ('Rmb#.####', 0.6056632995605469), ('Singdollar', 0.5921899080276489)] Renminbi
[('Colombia', 0.6609876155853271), ('Colombian_peso', 0.6283396482467651), ('Colombian', 0.5943881273269653)] Colombian_peso
[('Romanian_leu', 0.7443140745162964), ('Czech_koruna', 0.6137267351150513), ('Sweden_krona', 0.6126665472984314)] Czech_koruna
[('Ugandan_shilling', 0.6512038707733154), ('Ethiopia', 0.6448843479156494), ('Uganda_shilling', 0.6234209537506104)] Ethiopian_birr
[('Romanian_leu', 0.6262437701225281), ('safe_haven_Swiss_franc', 0.5703543424606323), ('CAC##_index', 0.5669806599617004)] Euro
[('Greece', 0.6711347103118896), ('Romanian_leu', 0.6650170683860779), ('FOREX_Euro_edges', 0.62340247631073)] Euro
[('Romanian_leu', 0.8148298263549805), ('Romania_leu', 0.6848465800285339), ('forint', 0.6743437647819519)] Hungarian_forint
[('Laos', 0.6370413303375244), ('Romanian_leu', 0.5479081869125366), ('PEN#.###', 0.5341764688491821)] Lao_kip
[('Romanian_leu', 0.7713605165481567), ('Latvia', 0.630270779132843), ('Poland_zloty', 0.6293524503707886)] Euro
[('Libya', 0.7409183979034424), ('Libyan', 0.636967658996582), ('Qaddafi', 0.5957489013671875)] Libyan_dinar
[('Malaysia', 0.6253401041030884), ('Malaysian_ringgit', 0.6211622953414917), ('ringgit', 0.617151141166687)] Malaysian_ringgit
[('Romanian_leu', 0.6342739462852478), ('Netherlands', 0.5940731763839722), ('Sweden_krona', 0.5517669320106506)] Euro
[('Nigeria', 0.6966830492019653), ('naira', 0.6231138706207275), ('Nigerian_naira', 0.6154773235321045)] Nigerian_naira
[('Portugal', 0.6652801036834717), ('Romanian_leu', 0.6366286277770996), ('safer_German_Bunds', 0.590954065322876)] Euro
[('Qatar', 0.6656797528266907), ('Qatari_riyal', 0.6160221099853516), ('QAR###.##', 0.573874831199646)] Qatari_riyal
[('San_Marino', 0.7134214639663696), ('Romanian_leu', 0.5239819884300232), ('Moto2_Grand_Prix', 0.48314982652664185)] Euro
[('Saudi_Arabia', 0.6526985168457031), ('Saudi_riyal', 0.5841116905212402), ('Kuwaiti_dinar', 0.579628050327301)] Saudi_riyal
[('Romanian_leu', 0.73099684715271), ('Slovenia', 0.6370428800582886), ('Romania_leu', 0.5984269976615906)] Euro
[('Somalia', 0.7815232276916504), ('Mogadishu', 0.6578046083450317), ('Somali', 0.6402062177658081)] Somali_shilling
[('Romanian_leu', 0.640558123588562), ('benchmark_Ibex', 0.5634090900421143), ('Spain', 0.5519191026687622)] Euro
[('Sweden', 0.6198259592056274), ('krone', 0.608025312423706), ('Swedish_krona', 0.6076164245605469)] Swedish_krona
[('Romanian_leu', 0.6214895844459534), ('Swiss_franc', 0.599338173866272), ('Switzerland', 0.5896103382110596)] Swiss_franc
[('Tajikistan', 0.6808550953865051), ('Romanian_leu', 0.6197715997695923), ('Tajik', 0.5808843374252319)] Somoni
[('Ugandan_shilling', 0.6581012010574341), ('Kenya_shilling', 0.6542288064956665), ('Uganda_shilling', 0.6525274515151978)] Tanzanian_shilling
[('Togo', 0.7365731000900269), ('Togolese', 0.6053977012634277), ('Ivory_Coast', 0.5282019972801208)] CFA_franc
[('Romanian_leu', 0.6475016474723816), ('lira_weakened', 0.6068664789199829), ('Turkey', 0.5958492159843445)] Turkish_lira
[('Romanian_leu', 0.7338550686836243), ('Ukraine_hryvnia', 0.6559558510780334), ('Ukraine', 0.6255095601081848)] Ukrainian_hryvnia
[('Yemen', 0.7186753153800964), ('Yemeni', 0.6178908348083496), ('al_Jawf', 0.5460758805274963)] Yemeni_rial
[('Ugandan_shilling', 0.6774085760116577), ('Uganda_shilling', 0.6707848310470581), ('Zambia', 0.6643111109733582)] Zambian_kwacha
[('Mexican_peso', 0.7264372110366821), ('Hungarian_forint', 0.6288595199584961), ('Russian_ruble', 0.6260097026824951)] Armenian_dram
[('Mexican_peso', 0.7719692587852478), ('Hungarian_forint', 0.651633620262146), ('Polish_zloty', 0.6271848678588867)] Euro
[('Mexican_peso', 0.7567130327224731), ('Hungarian_forint', 0.6636316180229187), ('Turkish_lira', 0.6464807987213135)] Bulgarian_lev
[('Mexican_peso', 0.8523964285850525), ('Chilean_peso', 0.6815440654754639), ('Norwegian_krone', 0.596943736076355)] Chilean_peso
[('Mexican_peso', 0.7996463179588318), ('currency', 0.6074801087379456), ('Norwegian_krone', 0.5955719947814941)] Renminbi
[('Mexican_peso', 0.8368369936943054), ('Colombian_peso', 0.6413406133651733), ('Chilean_peso', 0.639204740524292)] Colombian_peso
[('Mexican_peso', 0.7708309888839722), ('Polish_zloty', 0.6665806770324707), ('Hungarian_forint', 0.6526501774787903)] Czech_koruna
[('Mexican_peso', 0.7249304056167603), ('Kenyan_shilling', 0.6158742308616638), ('Norwegian_krone', 0.5926339030265808)] Ethiopian_birr
[('Mexican_peso', 0.7773075103759766), ('Hungarian_forint', 0.6027660369873047), ('Norwegian_krone', 0.5807183980941772)] Euro
[('Mexican_peso', 0.7414907217025757), ('Hungarian_forint', 0.6485021710395813), ('euro', 0.601888120174408)] Euro
[('Mexican_peso', 0.7843701839447021), ('Hungarian_forint', 0.6810113191604614), ('Polish_zloty', 0.6648958325386047)] Hungarian_forint
[('Mexican_peso', 0.7536827325820923), ('Thai_baht', 0.60922771692276), ('Philippine_peso', 0.5989828109741211)] Lao_kip
[('Mexican_peso', 0.7589815855026245), ('Hungarian_forint', 0.671444296836853), ('Polish_zloty', 0.637810468673706)] Euro
[('Mexican_peso', 0.7417075634002686), ('Libya', 0.6210891604423523), ('Hungarian_forint', 0.5497030019760132)] Libyan_dinar
[('Mexican_peso', 0.7468709945678711), ('Malaysian_ringgit', 0.6391777992248535), ('Norwegian_krone', 0.6212490797042847)] Malaysian_ringgit
